dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
952,2122,LGA,BOS,35,184,US,2013-06-15,on_time,2013-06-15T14:00:00Z
903,181,LGA,DTW,80,502,DL,2013-11-04,on_time,2013-11-04T14:00:00Z
1828,119,EWR,LAX,324,2454,AA,2013-06-18,on_time,2013-06-18T22:00:00Z
1900,926,EWR,ATL,117,746,DL,2013-03-19,late,2013-03-19T22:00:00Z
709,1548,EWR,MSY,146,1167,UA,2013-09-27,on_time,2013-09-27T11:00:00Z
1824,711,JFK,LAS,301,2248,B6,2013-09-26,on_time,2013-09-26T22:00:00Z
2249,2488,EWR,DFW,203,1372,AA,2013-11-17,late,2013-11-17T22:00:00Z
1543,3416,LGA,RDU,67,431,MQ,2013-08-10,on_time,2013-08-10T19:00:00Z
811,4490,LGA,CMH,85,479,MQ,2013-03-11,on_time,2013-03-11T12:00:00Z
1449,1200,EWR,SAN,309,2425,UA,2013-08-01,on_time,2013-08-01T18:00:00Z
2006,2142,LGA,BOS,40,184,US,2013-07-17,on_time,2013-07-18T00:00:00Z
534,701,JFK,MIA,151,1089,AA,2013-06-03,on_time,2013-06-03T09:00:00Z
752,1511,EWR,RSW,163,1068,B6,2013-12-14,on_time,2013-12-14T13:00:00Z
1227,2502,JFK,BUF,54,301,B6,2013-08-22,on_time,2013-08-22T16:00:00Z
2253,718,JFK,BOS,37,187,B6,2013-11-27,on_time,2013-11-28T03:00:00Z
1441,1672,EWR,MCO,159,937,UA,2013-02-14,on_time,2013-02-14T19:00:00Z
1904,4059,LGA,DAY,83,549,9E,2013-08-29,on_time,2013-08-29T22:00:00Z
724,461,LGA,PBI,138,1035,B6,2013-08-12,on_time,2013-08-12T11:00:00Z
745,657,EWR,IAH,184,1400,UA,2013-10-05,on_time,2013-10-05T11:00:00Z
1756,2191,LGA,DCA,41,214,US,2013-10-20,on_time,2013-10-20T22:00:00Z
1733,2331,LGA,DTW,82,502,DL,2013-05-12,on_time,2013-05-12T21:00:00Z
1628,4092,EWR,DAY,80,533,EV,2013-07-04,on_time,2013-07-04T20:00:00Z
1258,4129,EWR,DCA,42,199,EV,2013-06-06,on_time,2013-06-06T17:00:00Z
1722,3526,LGA,CMH,79,479,MQ,2013-12-26,on_time,2013-12-26T22:00:00Z
755,3737,EWR,ORD,106,719,MQ,2013-06-01,on_time,2013-06-01T11:00:00Z
824,281,EWR,SFO,329,2565,UA,2013-10-26,on_time,2013-10-26T12:00:00Z
1451,141,JFK,PBI,157,1028,B6,2013-01-02,on_time,2013-01-02T19:00:00Z
617,4963,EWR,MSP,130,1008,EV,2013-07-17,on_time,2013-07-17T10:00:00Z
610,1447,JFK,CLT,85,541,US,2013-06-10,on_time,2013-06-10T10:00:00Z
852,647,JFK,MIA,153,1089,AA,2013-08-14,on_time,2013-08-14T12:00:00Z
1252,383,JFK,MCO,128,944,B6,2013-12-05,on_time,2013-12-05T17:00:00Z
1357,1663,EWR,SFO,385,2565,UA,2013-12-03,on_time,2013-12-03T18:00:00Z
857,51,JFK,HNL,625,4983,HA,2013-02-19,on_time,2013-02-19T14:00:00Z
1819,763,LGA,DFW,192,1389,AA,2013-06-30,late,2013-06-30T19:00:00Z
2121,2351,JFK,MIA,146,1089,AA,2013-09-12,late,2013-09-12T21:00:00Z
1624,216,EWR,MDW,123,711,WN,2013-08-07,late,2013-08-07T19:00:00Z
1555,4,JFK,MCO,129,944,DL,2013-05-16,on_time,2013-05-16T19:00:00Z
1126,4553,LGA,CLE,74,419,MQ,2013-01-06,on_time,2013-01-06T16:00:00Z
1628,2231,LGA,DTW,81,502,DL,2013-08-16,on_time,2013-08-16T20:00:00Z
2257,97,JFK,DEN,232,1626,B6,2013-01-06,late,2013-01-07T02:00:00Z
1637,1695,EWR,IAH,193,1400,UA,2013-10-13,on_time,2013-10-13T20:00:00Z
1745,1053,JFK,PIT,69,340,B6,2013-02-02,late,2013-02-02T20:00:00Z
1810,211,JFK,IAH,192,1417,AA,2013-10-07,late,2013-10-07T21:00:00Z
1055,711,JFK,LAS,290,2248,B6,2013-05-18,on_time,2013-05-18T14:00:00Z
1315,1639,LGA,RSW,154,1080,B6,2013-11-06,on_time,2013-11-06T18:00:00Z
659,4241,EWR,DCA,38,199,EV,2013-01-25,on_time,2013-01-25T11:00:00Z
712,551,EWR,BOS,51,200,UA,2013-05-20,on_time,2013-05-20T11:00:00Z
806,4490,LGA,CMH,96,479,MQ,2013-01-15,on_time,2013-01-15T13:00:00Z
1600,1461,JFK,LAX,338,2475,DL,2013-03-06,on_time,2013-03-06T21:00:00Z
1707,143,JFK,PBI,134,1028,B6,2013-02-09,on_time,2013-02-09T22:00:00Z
1806,535,JFK,LAX,321,2475,UA,2013-08-31,on_time,2013-08-31T21:00:00Z
1113,4662,EWR,RDU,69,416,EV,2013-08-19,late,2013-08-19T14:00:00Z
1942,245,JFK,PHX,278,2153,DL,2013-05-01,on_time,2013-05-01T23:00:00Z
933,478,EWR,MCO,143,937,UA,2013-12-23,late,2013-12-23T12:00:00Z
1826,1703,EWR,BOS,36,200,UA,2013-01-25,late,2013-01-25T23:00:00Z
1409,331,LGA,ORD,122,733,AA,2013-10-15,late,2013-10-15T17:00:00Z
1457,635,EWR,ORD,109,719,UA,2013-09-24,on_time,2013-09-24T19:00:00Z
830,313,LGA,ORD,121,733,AA,2013-02-12,on_time,2013-02-12T13:00:00Z
1015,499,EWR,SEA,352,2402,UA,2013-01-21,on_time,2013-01-21T15:00:00Z
2037,3395,JFK,DCA,45,213,9E,2013-02-25,on_time,2013-02-26T01:00:00Z
2051,4247,EWR,DTW,86,488,EV,2013-05-10,on_time,2013-05-11T00:00:00Z
1446,4429,LGA,CMH,73,479,MQ,2013-05-21,on_time,2013-05-21T18:00:00Z
1457,473,EWR,FLL,164,1065,UA,2013-01-25,on_time,2013-01-25T19:00:00Z
1333,1779,LGA,FLL,139,1076,DL,2013-10-29,on_time,2013-10-29T17:00:00Z
617,1791,JFK,CLT,108,541,US,2013-01-16,on_time,2013-01-16T11:00:00Z
843,3817,EWR,PIT,59,319,EV,2013-09-09,on_time,2013-09-09T12:00:00Z
1942,5222,LGA,BGR,56,378,EV,2013-04-17,late,2013-04-17T22:00:00Z
1931,5274,LGA,BNA,104,764,EV,2013-10-13,on_time,2013-10-13T22:00:00Z
1339,602,JFK,PWM,47,273,B6,2013-01-25,on_time,2013-01-25T18:00:00Z
2126,4155,EWR,GRR,90,605,EV,2013-03-24,late,2013-03-24T22:00:00Z
1601,4328,EWR,MSY,149,1167,EV,2013-06-12,on_time,2013-06-12T19:00:00Z
902,208,JFK,PWM,51,273,B6,2013-09-05,on_time,2013-09-05T13:00:00Z
1142,137,LGA,MDW,126,725,WN,2013-05-23,late,2013-05-23T15:00:00Z
1130,3830,EWR,PVD,39,160,EV,2013-05-03,on_time,2013-05-03T15:00:00Z
1453,2132,LGA,BOS,31,184,US,2013-06-10,on_time,2013-06-10T19:00:00Z
1813,812,EWR,LAS,328,2227,UA,2013-01-25,late,2013-01-25T23:00:00Z
2147,301,EWR,IAH,190,1400,UA,2013-04-22,late,2013-04-23T00:00:00Z
1915,1385,JFK,FLL,142,1069,DL,2013-02-10,on_time,2013-02-11T00:00:00Z
1731,359,JFK,BUR,353,2465,B6,2013-02-23,late,2013-02-23T22:00:00Z
2009,512,JFK,SFO,323,2586,UA,2013-05-11,late,2013-05-11T21:00:00Z
1317,411,JFK,LAX,347,2475,VX,2013-04-16,on_time,2013-04-16T17:00:00Z
1225,329,LGA,ORD,123,733,AA,2013-11-08,on_time,2013-11-08T17:00:00Z
1013,5220,LGA,ROC,41,254,EV,2013-10-08,late,2013-10-08T12:00:00Z
1424,4975,EWR,MSP,164,1008,EV,2013-05-17,on_time,2013-05-17T18:00:00Z
2104,2191,LGA,DCA,46,214,US,2013-04-12,on_time,2013-04-13T01:00:00Z
2042,3823,LGA,CLE,61,419,EV,2013-04-30,on_time,2013-04-30T23:00:00Z
1756,1266,EWR,LAX,340,2454,UA,2013-08-11,late,2013-08-11T21:00:00Z
853,2120,LGA,BOS,36,184,US,2013-01-22,on_time,2013-01-22T14:00:00Z
1927,6,JFK,SLC,295,1990,DL,2013-01-22,on_time,2013-01-23T00:00:00Z
1154,4658,LGA,ATL,116,762,MQ,2013-02-28,on_time,2013-02-28T17:00:00Z
1243,1850,JFK,BOS,33,187,AA,2013-08-17,on_time,2013-08-17T16:00:00Z
2110,559,EWR,TPA,135,997,UA,2013-07-28,on_time,2013-07-29T00:00:00Z
1427,301,JFK,FLL,156,1069,B6,2013-09-22,on_time,2013-09-22T18:00:00Z
1616,2904,JFK,BOS,42,187,9E,2013-11-19,on_time,2013-11-19T21:00:00Z
1424,1138,EWR,PHX,293,2133,UA,2013-06-15,late,2013-06-15T17:00:00Z
636,1281,EWR,CLT,99,529,US,2013-03-12,on_time,2013-03-12T10:00:00Z
1443,4140,EWR,ATL,109,746,EV,2013-11-04,on_time,2013-11-04T19:00:00Z
630,1032,EWR,CLT,80,529,US,2013-07-22,on_time,2013-07-22T10:00:00Z
1026,604,EWR,PHX,293,2133,US,2013-10-15,on_time,2013-10-15T14:00:00Z
1811,4277,JFK,ORF,55,290,9E,2013-03-10,on_time,2013-03-10T22:00:00Z
1825,5268,LGA,CLT,75,544,EV,2013-09-10,on_time,2013-09-10T22:00:00Z
758,219,JFK,CLT,101,541,B6,2013-03-24,on_time,2013-03-24T12:00:00Z
945,885,JFK,RDU,72,427,B6,2013-03-27,on_time,2013-03-27T13:00:00Z
946,310,EWR,DEN,207,1605,UA,2013-10-09,on_time,2013-10-09T13:00:00Z
1846,119,EWR,LAX,346,2454,AA,2013-11-06,on_time,2013-11-06T23:00:00Z
2106,1295,JFK,AUS,197,1521,B6,2013-10-10,on_time,2013-10-11T00:00:00Z
851,434,EWR,SNA,325,2434,UA,2013-10-21,on_time,2013-10-21T12:00:00Z
1936,19,EWR,STL,133,872,WN,2013-08-08,late,2013-08-08T21:00:00Z
1421,1331,LGA,MIA,155,1096,DL,2013-05-23,late,2013-05-23T17:00:00Z
1914,359,LGA,ORD,137,733,AA,2013-01-14,on_time,2013-01-15T00:00:00Z
1526,283,JFK,MCO,130,944,B6,2013-06-23,on_time,2013-06-23T19:00:00Z
1917,509,LGA,DEN,225,1620,UA,2013-06-17,late,2013-06-17T21:00:00Z
1251,141,JFK,PBI,139,1028,B6,2013-05-26,on_time,2013-05-26T16:00:00Z
1546,1117,LGA,TPA,151,1010,B6,2013-09-24,on_time,2013-09-24T20:00:00Z
1925,1485,LGA,MCO,128,950,DL,2013-05-04,on_time,2013-05-04T23:00:00Z
1730,408,LGA,BNA,119,764,WN,2013-02-13,on_time,2013-02-13T22:00:00Z
2140,1147,LGA,ATL,106,762,DL,2013-06-13,late,2013-06-14T00:00:00Z
1348,117,JFK,LAX,314,2475,AA,2013-09-19,on_time,2013-09-19T17:00:00Z
910,883,JFK,MCO,142,944,B6,2013-03-21,on_time,2013-03-21T13:00:00Z
1547,2927,JFK,ORD,129,740,9E,2013-11-04,on_time,2013-11-04T20:00:00Z
1947,354,LGA,CAK,68,397,FL,2013-08-03,on_time,2013-08-03T23:00:00Z
1546,2027,JFK,FLL,152,1069,DL,2013-03-07,on_time,2013-03-07T20:00:00Z
1455,1813,JFK,MCO,137,944,AA,2013-06-18,on_time,2013-06-18T19:00:00Z
1307,3388,LGA,CMH,67,479,MQ,2013-06-14,on_time,2013-06-14T16:00:00Z
1840,1041,EWR,SFO,324,2565,UA,2013-08-19,on_time,2013-08-19T22:00:00Z
856,1747,LGA,ATL,111,762,DL,2013-11-04,on_time,2013-11-04T14:00:00Z
1920,2457,JFK,MSY,147,1182,DL,2013-05-31,on_time,2013-05-31T23:00:00Z
1416,2247,LGA,ATL,116,762,DL,2013-08-14,on_time,2013-08-14T17:00:00Z
2213,985,JFK,BOS,33,187,DL,2013-07-24,on_time,2013-07-25T01:00:00Z
1954,4323,JFK,ORF,57,290,MQ,2013-02-19,late,2013-02-19T22:00:00Z
1204,483,EWR,MDW,129,711,WN,2013-11-05,on_time,2013-11-05T17:00:00Z
1529,417,JFK,LAX,339,2475,DL,2013-12-01,on_time,2013-12-01T20:00:00Z
1305,348,LGA,ATL,117,762,FL,2013-02-24,on_time,2013-02-24T18:00:00Z
623,4533,EWR,BUF,48,282,EV,2013-11-06,on_time,2013-11-06T11:00:00Z
752,4462,EWR,OMA,151,1134,EV,2013-05-01,on_time,2013-05-01T12:00:00Z
1858,2454,JFK,DEN,231,1626,DL,2013-09-15,on_time,2013-09-15T23:00:00Z
942,586,JFK,ROC,47,264,B6,2013-06-23,on_time,2013-06-23T13:00:00Z
829,2280,EWR,BOS,40,200,B6,2013-11-18,on_time,2013-11-18T13:00:00Z
958,3675,LGA,BNA,132,764,MQ,2013-11-23,on_time,2013-11-23T14:00:00Z
858,544,LGA,ORD,108,733,UA,2013-07-02,on_time,2013-07-02T13:00:00Z
1233,40,LGA,HOU,187,1428,WN,2013-06-23,on_time,2013-06-23T16:00:00Z
1332,1,LGA,MDW,114,725,WN,2013-10-18,on_time,2013-10-18T17:00:00Z
1024,321,LGA,ORD,109,733,AA,2013-05-25,on_time,2013-05-25T14:00:00Z
1537,1411,JFK,FLL,153,1069,DL,2013-02-21,on_time,2013-02-21T20:00:00Z
2215,702,JFK,BUF,56,301,B6,2013-10-28,on_time,2013-10-29T01:00:00Z
1007,1427,JFK,CLT,79,541,US,2013-03-07,on_time,2013-03-07T15:00:00Z
1239,66,JFK,BUF,54,301,B6,2013-06-14,on_time,2013-06-14T16:00:00Z
1712,1492,EWR,ORD,103,719,UA,2013-07-04,on_time,2013-07-04T20:00:00Z
1450,127,JFK,DTW,91,509,DL,2013-08-06,on_time,2013-08-06T18:00:00Z
909,719,LGA,DFW,171,1389,AA,2013-07-12,late,2013-07-12T12:00:00Z
815,1167,JFK,TPA,153,1005,DL,2013-03-23,on_time,2013-03-23T12:00:00Z
1240,1850,JFK,BOS,42,187,AA,2013-03-04,on_time,2013-03-04T17:00:00Z
1355,705,JFK,SJU,191,1598,B6,2013-01-21,on_time,2013-01-21T18:00:00Z
1816,1394,JFK,PDX,329,2454,DL,2013-04-27,on_time,2013-04-27T21:00:00Z
1854,4157,EWR,BNA,134,748,EV,2013-02-12,on_time,2013-02-13T00:00:00Z
1721,4321,EWR,OKC,189,1325,EV,2013-05-25,on_time,2013-05-25T21:00:00Z
1018,2142,LGA,BOS,41,184,US,2013-08-13,on_time,2013-08-13T14:00:00Z
2206,3854,EWR,SDF,102,642,EV,2013-05-29,on_time,2013-05-30T01:00:00Z
1454,1,JFK,SJU,189,1598,DL,2013-11-10,on_time,2013-11-10T19:00:00Z
754,1959,JFK,MCO,133,944,DL,2013-11-06,on_time,2013-11-06T13:00:00Z
1829,2044,JFK,DTW,82,509,DL,2013-09-29,on_time,2013-09-29T22:00:00Z
1309,4681,EWR,IAD,50,212,EV,2013-05-06,on_time,2013-05-06T17:00:00Z
1825,345,LGA,DEN,249,1620,WN,2013-06-13,late,2013-06-13T21:00:00Z
1748,4410,JFK,DCA,59,213,MQ,2013-02-01,late,2013-02-01T22:00:00Z
1456,759,LGA,DFW,182,1389,AA,2013-07-31,on_time,2013-07-31T18:00:00Z
2047,3535,JFK,CMH,71,483,MQ,2013-07-19,late,2013-07-19T23:00:00Z
928,1639,LGA,RSW,165,1080,B6,2013-02-23,on_time,2013-02-23T14:00:00Z
1715,4479,LGA,RDU,77,431,MQ,2013-03-27,on_time,2013-03-27T21:00:00Z
1736,3428,EWR,STL,132,872,WN,2013-03-31,on_time,2013-03-31T21:00:00Z
749,309,LGA,ORD,114,733,AA,2013-08-11,on_time,2013-08-11T11:00:00Z
1806,2183,LGA,DCA,41,214,US,2013-06-19,late,2013-06-19T21:00:00Z
919,1739,EWR,DFW,186,1372,AA,2013-05-05,on_time,2013-05-05T13:00:00Z
1524,4580,EWR,MKE,104,725,EV,2013-08-21,on_time,2013-08-21T19:00:00Z
623,707,EWR,MCO,133,937,UA,2013-03-22,on_time,2013-03-22T10:00:00Z
944,4909,LGA,CLT,81,544,EV,2013-05-25,on_time,2013-05-25T13:00:00Z
1230,4641,EWR,CLT,107,529,EV,2013-01-11,on_time,2013-01-11T17:00:00Z
1133,1519,EWR,MCO,122,937,UA,2013-08-06,on_time,2013-08-06T15:00:00Z
1949,1762,JFK,BOS,40,187,AA,2013-05-25,on_time,2013-05-25T23:00:00Z
645,27,EWR,MCO,130,937,B6,2013-09-17,late,2013-09-17T10:00:00Z
647,315,JFK,SJU,210,1598,DL,2013-11-28,on_time,2013-11-28T11:00:00Z
1447,501,LGA,IAH,183,1416,UA,2013-09-09,on_time,2013-09-09T18:00:00Z
556,1833,JFK,PHL,41,94,US,2013-01-30,on_time,2013-01-30T11:00:00Z
1612,31,JFK,SLC,264,1990,DL,2013-08-15,on_time,2013-08-15T19:00:00Z
819,4537,EWR,MEM,154,946,EV,2013-10-21,on_time,2013-10-21T12:00:00Z
1551,3985,JFK,CVG,117,589,MQ,2013-01-03,on_time,2013-01-03T21:00:00Z
1306,348,LGA,ATL,109,762,FL,2013-03-10,on_time,2013-03-10T17:00:00Z
829,2280,EWR,BOS,40,200,B6,2013-07-02,on_time,2013-07-02T12:00:00Z
609,3525,LGA,RDU,70,431,MQ,2013-10-21,on_time,2013-10-21T10:00:00Z
1332,36,JFK,ROC,47,264,B6,2013-05-20,on_time,2013-05-20T17:00:00Z
932,994,EWR,BOS,36,200,UA,2013-10-01,on_time,2013-10-01T12:00:00Z
1636,1638,EWR,CLE,68,404,UA,2013-02-18,on_time,2013-02-18T21:00:00Z
1004,5208,LGA,RIC,52,292,EV,2013-10-17,on_time,2013-10-17T14:00:00Z
1721,894,LGA,CLT,83,544,US,2013-02-06,on_time,2013-02-06T22:00:00Z
1350,401,EWR,ATL,124,746,DL,2013-07-01,late,2013-07-01T15:00:00Z
2220,234,JFK,BTV,49,266,B6,2013-11-20,on_time,2013-11-21T03:00:00Z
1603,161,JFK,LAS,324,2248,DL,2013-04-15,on_time,2013-04-15T20:00:00Z
1644,587,EWR,LAS,290,2227,UA,2013-09-28,on_time,2013-09-28T20:00:00Z
806,1271,JFK,FLL,185,1069,DL,2013-02-24,on_time,2013-02-24T13:00:00Z
1321,436,EWR,FLL,146,1065,UA,2013-10-28,on_time,2013-10-28T17:00:00Z
1505,153,JFK,MCO,134,944,B6,2013-04-14,on_time,2013-04-14T18:00:00Z
833,5817,EWR,MEM,141,946,EV,2013-06-07,on_time,2013-06-07T12:00:00Z
2357,1503,JFK,SJU,188,1598,B6,2013-12-21,on_time,2013-12-22T04:00:00Z
836,3855,JFK,PHL,24,94,9E,2013-09-19,on_time,2013-09-19T12:00:00Z
2140,4186,EWR,DCA,39,199,EV,2013-11-06,on_time,2013-11-07T02:00:00Z
619,620,EWR,MIA,140,1085,UA,2013-03-10,on_time,2013-03-10T10:00:00Z
854,2120,LGA,BOS,37,184,US,2013-04-24,on_time,2013-04-24T13:00:00Z
2027,3730,EWR,ORD,111,719,MQ,2013-02-04,late,2013-02-04T23:00:00Z
1533,477,JFK,JAX,113,828,B6,2013-06-22,late,2013-06-22T18:00:00Z
1609,3357,LGA,ATL,138,762,MQ,2013-07-12,on_time,2013-07-12T20:00:00Z
1106,1711,EWR,IAH,217,1400,UA,2013-12-10,late,2013-12-10T15:00:00Z
625,2085,LGA,CLT,101,544,US,2013-11-08,on_time,2013-11-08T11:00:00Z
1526,4684,EWR,SDF,95,642,EV,2013-08-29,on_time,2013-08-29T19:00:00Z
1244,1697,JFK,MIA,135,1089,AA,2013-09-09,on_time,2013-09-09T16:00:00Z
620,2180,EWR,BOS,34,200,B6,2013-11-19,on_time,2013-11-19T11:00:00Z
1609,1925,LGA,MIA,158,1096,AA,2013-05-23,late,2013-05-23T18:00:00Z
1312,1601,EWR,FLL,157,1065,UA,2013-07-19,on_time,2013-07-19T17:00:00Z
757,3507,JFK,MSY,191,1182,9E,2013-10-20,on_time,2013-10-20T12:00:00Z
852,1455,EWR,LAX,330,2454,UA,2013-09-16,on_time,2013-09-16T12:00:00Z
803,5242,LGA,GSO,77,461,EV,2013-10-18,on_time,2013-10-18T12:00:00Z
2049,1295,JFK,AUS,176,1521,B6,2013-09-11,on_time,2013-09-12T00:00:00Z
1139,401,EWR,ATL,104,746,DL,2013-05-15,on_time,2013-05-15T15:00:00Z
1005,1281,EWR,SFO,350,2565,UA,2013-08-01,late,2013-08-01T13:00:00Z
854,4940,LGA,CHS,90,641,EV,2013-06-02,on_time,2013-06-02T13:00:00Z
1528,1574,EWR,SFO,332,2565,UA,2013-08-21,on_time,2013-08-21T19:00:00Z
625,4535,EWR,MSP,148,1008,EV,2013-09-06,on_time,2013-09-06T10:00:00Z
601,569,EWR,ORD,104,719,UA,2013-08-26,on_time,2013-08-26T10:00:00Z
820,409,EWR,CLT,103,529,US,2013-12-11,on_time,2013-12-11T13:00:00Z
636,4091,EWR,IND,97,645,EV,2013-06-07,on_time,2013-06-07T10:00:00Z
1443,325,JFK,TPA,162,1005,B6,2013-11-02,on_time,2013-11-02T18:00:00Z
606,1895,EWR,MIA,151,1085,AA,2013-03-17,on_time,2013-03-17T10:00:00Z
620,4241,EWR,DCA,37,199,EV,2013-09-02,on_time,2013-09-02T10:00:00Z
1807,4517,EWR,MSP,141,1008,EV,2013-05-03,late,2013-05-03T21:00:00Z
818,701,EWR,IAH,228,1400,UA,2013-12-21,late,2013-12-21T12:00:00Z
1319,4269,EWR,CHS,96,628,EV,2013-03-27,late,2013-03-27T14:00:00Z
920,367,EWR,LAS,276,2227,UA,2013-06-30,on_time,2013-06-30T13:00:00Z
1836,389,JFK,SFO,338,2586,UA,2013-12-26,on_time,2013-12-26T23:00:00Z
2028,883,JFK,MCO,149,944,B6,2013-11-27,late,2013-11-28T01:00:00Z
856,1061,JFK,AUS,228,1521,B6,2013-01-26,on_time,2013-01-26T13:00:00Z
1446,1231,LGA,DTW,88,502,DL,2013-02-20,on_time,2013-02-20T19:00:00Z
1450,4120,JFK,CLE,78,425,9E,2013-08-18,on_time,2013-08-18T18:00:00Z
1348,4115,EWR,SAV,99,708,EV,2013-05-22,on_time,2013-05-22T17:00:00Z
1527,1565,JFK,SFO,355,2586,DL,2013-04-01,on_time,2013-04-01T19:00:00Z
1406,4100,EWR,MEM,152,946,EV,2013-12-26,on_time,2013-12-26T19:00:00Z
1055,2171,LGA,DCA,47,214,US,2013-02-05,on_time,2013-02-05T16:00:00Z
917,1004,JFK,BOS,34,187,B6,2013-03-02,on_time,2013-03-02T14:00:00Z
2355,11,JFK,FLL,159,1069,B6,2013-03-19,late,2013-03-20T01:00:00Z
1754,1654,LGA,MDW,107,725,WN,2013-09-07,on_time,2013-09-07T21:00:00Z
1811,785,LGA,DFW,220,1389,AA,2013-01-31,late,2013-01-31T22:00:00Z
654,2003,LGA,MIA,171,1096,DL,2013-05-28,on_time,2013-05-28T11:00:00Z
1754,1629,JFK,LAS,310,2248,DL,2013-10-21,on_time,2013-10-21T21:00:00Z
1420,721,LGA,CAK,65,397,FL,2013-08-23,on_time,2013-08-23T18:00:00Z
1023,679,JFK,PHX,301,2153,US,2013-12-13,on_time,2013-12-13T15:00:00Z
1435,558,EWR,CLE,64,404,UA,2013-05-09,on_time,2013-05-09T18:00:00Z
740,4461,EWR,MDW,107,711,WN,2013-09-24,on_time,2013-09-24T11:00:00Z
2051,235,JFK,SEA,322,2422,AA,2013-09-23,late,2013-09-23T23:00:00Z
830,1480,EWR,SFO,336,2565,UA,2013-09-12,on_time,2013-09-12T12:00:00Z
1433,1779,LGA,FLL,149,1076,DL,2013-08-25,on_time,2013-08-25T18:00:00Z
1953,3826,EWR,TYS,84,631,EV,2013-04-30,on_time,2013-05-01T00:00:00Z
1932,1667,EWR,LAS,315,2227,UA,2013-06-23,late,2013-06-23T23:00:00Z
1541,4596,EWR,STL,127,872,EV,2013-05-20,on_time,2013-05-20T19:00:00Z
1528,1695,EWR,IAH,205,1400,UA,2013-11-24,on_time,2013-11-24T20:00:00Z
1339,165,EWR,BNA,121,748,WN,2013-06-13,late,2013-06-13T17:00:00Z
2049,399,LGA,MCO,129,950,B6,2013-05-01,on_time,2013-05-02T01:00:00Z
630,2802,JFK,BUF,51,301,B6,2013-09-28,on_time,2013-09-28T10:00:00Z
1614,3459,JFK,BNA,129,765,9E,2013-06-09,on_time,2013-06-09T20:00:00Z
1330,1680,EWR,ORD,107,719,UA,2013-04-25,on_time,2013-04-25T17:00:00Z
1414,4633,EWR,BTV,44,266,EV,2013-07-12,on_time,2013-07-12T17:00:00Z
1855,235,JFK,SEA,384,2422,AA,2013-12-12,late,2013-12-12T23:00:00Z
1018,3689,LGA,DTW,76,502,MQ,2013-06-23,on_time,2013-06-23T14:00:00Z
1933,363,LGA,ORD,117,733,AA,2013-12-02,on_time,2013-12-03T00:00:00Z
2059,1292,EWR,FLL,133,1065,UA,2013-04-23,on_time,2013-04-24T00:00:00Z
902,1247,JFK,SLC,303,1990,DL,2013-03-16,on_time,2013-03-16T13:00:00Z
800,2190,JFK,MIA,130,1089,DL,2013-08-26,on_time,2013-08-26T12:00:00Z
1157,3,JFK,LAX,295,2475,AA,2013-06-08,on_time,2013-06-08T16:00:00Z
1624,1519,EWR,MCO,129,937,UA,2013-04-24,on_time,2013-04-24T20:00:00Z
1022,1482,EWR,IAH,179,1400,UA,2013-08-28,on_time,2013-08-28T14:00:00Z
655,1701,EWR,FLL,155,1065,UA,2013-03-25,on_time,2013-03-25T11:00:00Z
1617,3622,LGA,BNA,106,764,MQ,2013-10-28,on_time,2013-10-28T20:00:00Z
920,883,JFK,MCO,148,944,B6,2013-02-24,on_time,2013-02-24T14:00:00Z
920,1855,LGA,STL,127,888,AA,2013-04-29,on_time,2013-04-29T13:00:00Z
1753,299,LGA,MCO,122,950,B6,2013-10-04,on_time,2013-10-04T21:00:00Z
1752,86,JFK,ROC,46,264,B6,2013-10-11,on_time,2013-10-11T21:00:00Z
658,2421,JFK,SLC,314,1990,DL,2013-12-06,on_time,2013-12-06T12:00:00Z
723,183,EWR,SFO,352,2565,VX,2013-06-25,on_time,2013-06-25T11:00:00Z
1502,647,EWR,DEN,235,1605,UA,2013-03-30,on_time,2013-03-30T19:00:00Z
2351,1667,EWR,LAS,288,2227,UA,2013-06-28,late,2013-06-28T23:00:00Z
1018,3611,EWR,ORD,115,719,MQ,2013-10-16,on_time,2013-10-16T14:00:00Z
1707,2042,EWR,ATL,94,746,DL,2013-07-08,on_time,2013-07-08T20:00:00Z
1249,134,LGA,MKE,103,738,WN,2013-09-01,on_time,2013-09-01T16:00:00Z
1134,1599,LGA,MIA,138,1096,AA,2013-09-20,on_time,2013-09-20T15:00:00Z
1129,1552,LGA,RSW,174,1080,DL,2013-03-12,on_time,2013-03-12T15:00:00Z
1754,4300,EWR,RIC,47,277,EV,2013-08-22,late,2013-08-22T20:00:00Z
554,4424,EWR,RDU,61,416,EV,2013-07-20,on_time,2013-07-20T10:00:00Z
2044,915,JFK,SFO,352,2586,B6,2013-07-22,late,2013-07-23T00:00:00Z
2055,1205,JFK,PDX,317,2454,B6,2013-10-10,on_time,2013-10-11T00:00:00Z
1436,1338,JFK,MVY,34,173,B6,2013-08-20,on_time,2013-08-20T17:00:00Z
1455,2132,LGA,BOS,32,184,US,2013-07-29,on_time,2013-07-29T19:00:00Z
2044,147,JFK,RSW,147,1074,B6,2013-02-09,on_time,2013-02-10T01:00:00Z
1749,3021,EWR,STL,138,872,WN,2013-12-26,on_time,2013-12-26T22:00:00Z
2005,4543,EWR,DSM,172,1017,EV,2013-10-29,on_time,2013-10-30T00:00:00Z
1506,1744,LGA,IAH,187,1416,UA,2013-07-22,late,2013-07-22T18:00:00Z
